id,SMILES,Tg,FFV,Tc,Density,Rg,acetamida matches,acetato de etila matches,acetato de metila matches,acetona matches,acetonitrila matches,anidrido benzoico matches,anilina matches,benzamida matches,benzenotiol matches,benzoato de etila matches,benzoato de metila matches,benzofenona matches,benzonitrila matches,brometo de etila matches,butano matches,butanol-1 matches,butanol-2 matches,butanona (metiletilcetona) matches,butirato de etila matches,butirato de metila matches,catecol matches,ciclohexanona matches,ciclopentanona matches,cloreto de metila matches,cresol m- matches,cresol o- matches,cresol p- matches,decano matches,dietilsulfeto matches,dimetilamina matches,dimetilsulfeto matches,etano matches,etanol matches,etanotiol matches,etilamina matches,fenol matches,fluorenona matches,formamida matches,formiato de etila matches,formiato de metila matches,glicerol matches,heptano matches,hexano matches,hexanol-1 matches,hexanona-2 matches,hidroquinona matches,isobutanol matches,laurato de etila matches,laurato de metila matches,metano matches,metanol matches,metanotiol matches,metilamina matches,naftol-1 matches,naftol-2 matches,nitrobenzeno matches,nitrometano matches,nonano matches,octano matches,pentano matches,pentanol-1 matches,pentanona-2 matches,pirocatecol matches,propano matches,propanol-1 matches,propanol-2 matches,propanona matches,propionato de etila matches,propionato de metila matches,propionitrila matches,resorcinol matches,terc-butanol matches,tiofeno matches,trimetilamina matches,alcanos_count,alcohols_count,amidas_count,aminas_count,anidridos_acido_count,cetonas_count,esteres_count,fenois_count,haletos_count,nitrilas_count,nitrocompostos_count,sulfeto_count,tiol_count,peso_molecular,logP,n_atomospesados,n_hdoadores,n_haceptores,tpsa,n_rotatable_bonds
510669742,*c1ccc(CCc2ccc(N3C(=O)C(=O)N(*)C3=O)cc2)cc1,0.0,0.36028471,0.0,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.294,1.4059000000000001,22,0,3,57.690000000000005,4
510815019,*CC(C)(C)COC(=O)NCCCCCCNC(=O)O*,47.60248847,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,0,2,1,1,0,0,1,0,0,0,3,0,0,13,3,0,4,0,0,0,0,0,0,2,0,0,0,10,3,0,0,0,0,0,0,0,0,0,6.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,272.34499999999997,2.4573,19,2,4,76.66000000000001,10
510908370,*CC(*)c1cc(C(C)(C)C)ccc1C,0.0,0.0,0.1636666666666666,0.849065812,12.50033571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.287,3.850520000000003,13,0,0,0.0,2
511605655,*Nc1cccc(-c2ccc(-c3ccc(-c4cccc(N*)c4)cc3)cc2)c1,0.0,0.34297147,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.422,6.440000000000004,26,2,2,24.06,5
512074662,*OP(=O)(Oc1ccc(Br)cc1)Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,0.0,0.36041928,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,467.2330000000002,4.503300000000004,27,0,6,78.9,7
512260776,*CC(*)c1ccc(C(O)C(F)(F)F)cc1,0.0,0.35930976,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.17499999999995,2.840300000000001,14,1,1,20.23,3
512380282,*CC(*)(C)C(=O)OC1CCCC(C)C1,0.0,0.38017657,0.1545,0.881548744,10.34584016,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,2,1,0,1,3,2,0,0,1,0,0,11,2,0,0,0,0,0,0,0,0,8,2,0,0,11,4,1,0,4,2,0,0,0,0,0,7.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,182.26299999999995,2.8038000000000007,13,0,2,26.3,3
512910152,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCC(C)CC,0.0,0.36764401,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,324.37600000000015,4.417100000000004,24,0,4,52.6,8
513101692,*c1ccc(-c2ccc(-c3ccc(*)n3C)n2C)cn1,256.5965094,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.29,1.4417999999999997,18,0,3,22.75,2
513259550,*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(-c5nc(*)nc(-c6ccccc6)n5)cc4)cc3)cc2)cc1,0.0,0.39322876,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,507.54900000000015,6.931700000000006,39,0,6,66.36,8
513674501,*Oc1ccc(C(=O)OCCOCCOC(=O)c2ccc(OC(*)=O)cc2)cc1,0.0,0.32931388,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,4,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,372.32900000000006,2.608200000000001,27,0,8,97.36000000000001,10
513989706,*Nc1ccc(C(c2ccc(N*)cc2)=c2ccc(=C(c3ccc(N)cc3)c3ccc(N)cc3)cc2)cc1,0.0,0.37954577,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.58800000000014,5.0980000000000025,36,4,4,76.1,6
514517104,*Nc1ccc(C(C)(C)c2cccc(C(C)(C)c3cccc(N*)c3)c2)cc1,0.0,0.35536977,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.48600000000005,6.090800000000005,26,2,2,24.06,6
514560887,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(N=Cc4ccc(*)cc4)cc3)cc2)cc1,0.0,0.37509009,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,427.4810000000001,5.0800000000000045,31,0,5,64.96000000000001,7
515010874,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCC(*)=O)cc2)C(=O)OC)cc1,0.0,0.33673792,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,9,2,0,3,2,0,1,0,1,0,0,1,1,0,0,0,0,0,13,3,0,2,0,0,0,0,0,0,2,1,0,0,6,2,0,0,0,1,0,0,0,0,0,6.0,6.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,453.4910000000003,2.9045000000000014,33,1,7,107.99999999999999,14
515242470,*CC(*)Cc1ccccc1,0.0,0.0,0.1963333333333333,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.17899999999995,2.5345000000000004,9,0,0,0.0,3
515253113,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc(C(*)=O)cc8)cc7)CCC(C(C)(C)C)CC6)cc5)cc4)cc3)C3CC4CC(C3)CC2C4)cc1,0.0,0.38086878,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,22,0,0,0,6,0,0,0,0,0,43,37,0,0,0,0,0,0,22,1,0,0,0,0,0,0,6,18,50,0,0,0,32,0,0,0,0,0,0,0,0,0,0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,849.0799999999997,14.287599999999967,64,0,6,71.06,12
515420444,*CC(*)C(=O)OCCCCn1c2ccccc2c2ccccc21,0.0,0.35334507,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,293.36600000000004,4.423300000000004,22,0,3,31.23,7
515584536,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.0,0.36493909,0.0,0.0,0.0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1012.003,11.20809999999999,77,3,10,189.74999999999997,13
516007514,*c1ccc(Oc2ccc(-c3nc4cc(Oc5ccc(NC(=O)CN6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(CC(=O)Nc8ccc(Oc%10ccc%11nc(-c%12ccccc%12)c(*)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)ccc4nc3-c3ccccc3)cc2)cc1,0.0,0.37474439,0.0,0.0,0.0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1315.212,14.180199999999973,98,2,13,212.20999999999998,17
516038607,*CC(F)(F)C(F)=C(*)Cl,0.0,0.36169864,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,142.507,2.516000000000001,8,0,0,0.0,2
516307046,*CC(=O)NCCCCCCNC(=O)CO*,0.0,0.32129189,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,10,1,0,4,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.265,0.22769999999999985,15,2,3,67.43,10
516348325,*C(=O)Nc1c(C)cc(Cc2cc(C)c(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N=Nc5ccc(F)cc5)c(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)c(C)c2)cc1C,0.0,0.37338433,0.0,0.0,0.0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.8149999999999,9.17488,60,2,8,157.67999999999998,9
516368509,*c1ccc2c(c1)C(=O)N(c1ccc(OC(C)COc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.0,0.36566453,0.0,0.0,0.0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,10,2,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,666.5300000000002,6.177900000000005,48,0,6,93.22,8
516575920,*c1ccc2c(c1)c1cc(-c3sc(-c4ccc(-c5cc(CCCCCC)c(*)s5)c5nsnc45)cc3CCCCCC)ccc1n2C(CCCCCCCC)CCCCCCCC,0.0,0.42806849,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,29,0,0,0,0,0,0,0,9,10,17,0,0,0,23,0,0,0,0,0,0,0,0,2,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,870.394999999999,17.560299999999973,61,0,6,30.71,28
516647275,*OC(*)C(Cl)(Cl)Cl,0.0,0.0,0.066,1.539478709,18.35760963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,147.388,1.7129,6,0,1,9.23,1
517724366,*CCCCOC(=O)CCCCCCCCC(=O)O*,0.0,0.35670902,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,12,3,0,0,0,0,0,1,1,0,4,5,2,0,0,0,0,0,14,3,0,0,0,0,0,0,2,3,6,2,0,0,10,3,0,0,1,1,0,0,0,0,0,10.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,256.3419999999999,3.405700000000002,18,0,4,52.60000000000001,13
517814653,*N=P(*)(OCCOCCOCC)OCCOCCOCC,0.0,0.36520289,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.31500000000005,2.0856,20,0,7,67.74000000000001,16
518335451,*CC(CS(C)(=O)=O)O*,0.0,0.36145145,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,136.17199999999997,-0.15189999999999992,8,0,3,43.370000000000005,4
518421541,*O[Si](C)(C)CCCCCCOC(=O)C(C)Oc1ccc(OC(=O)c2ccc(-c3ccc(OCCCCCCCCCC[Si](*)(C)C)cc3)cc2)cc1,0.0,0.38168515,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,5,0,0,3,0,0,1,1,0,4,6,2,0,0,0,0,0,24,5,0,0,0,0,0,0,2,3,8,2,0,0,13,3,1,0,1,1,0,1,0,0,0,10.0,7.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,733.107,11.383699999999989,51,0,7,80.29,26
518799909,*CCN(*)C,0.0,0.382623,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.09599999999999,0.35009999999999997,4,0,1,3.24,2
519498812,*CC(*)(C)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,0.0,0.34952395,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,8,3,0,0,2,0,0,1,1,0,0,1,2,0,0,1,0,0,12,4,0,0,0,0,0,0,0,0,2,2,0,0,7,4,0,0,2,2,0,0,0,0,0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,407.46600000000007,4.955380000000004,30,0,6,85.62,12
519962205,*CCOCCOC(=O)/C=C/C(=O)O*,0.0,0.3158043,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,186.16299999999998,0.0774999999999999,13,0,5,61.83,7
520233682,*CCCCCC(*)CCCCCCCC,0.0,0.40682888,0.0,0.794468482,14.0622995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,7,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.37799999999996,5.6028000000000056,14,0,0,0.0,12
520243279,*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)c2ccccc12,0.0,0.36166198,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,442.47000000000014,6.925600000000005,34,0,4,52.6,6
520514597,*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.0,0.39304879,0.0,0.0,0.0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.4780000000002,5.922400000000003,44,0,4,74.76,5
520557915,*Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCCCCCC(*)=O,0.0,0.33709965,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0,2,0,0,0,2,0,3,4,1,0,0,0,0,0,11,3,0,0,0,0,0,0,1,2,5,1,0,0,7,1,0,0,0,0,0,0,0,0,0,9.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,410.4220000000004,4.238900000000003,30,0,7,95.97,12
520586980,*NC1=C2C(=CC=CC2(N)N*)[C@@H](c2ccc(N)c3ccccc23)C=C1,0.0,0.3475975,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.39200000000005,2.5885000000000007,24,4,4,76.1,3
520661031,*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c1)C2=O,0.0,0.37598194,0.0,0.0,0.0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,608.4500000000002,6.123900000000003,44,0,5,83.99000000000001,5
520740305,*Oc1ccc(Oc2ccc(C(=Nc3ccccc3)c3ccc(Oc4ccc(Oc5cccc(*)n5)cc4)cc3)cc2)cc1,0.0,0.37099152,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,548.5980000000003,8.645300000000002,42,0,6,62.17,10
521246166,*Nc1cc(=O)c(N*)c(N)[nH]1,0.0,0.2918774,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.13,-0.29050000000000037,10,4,4,82.94,2
521384312,*Oc1ccc(S(=O)(=O)c2ccc(OC3(F)C(*)(F)C(F)(F)C3(F)F)cc2)cc1,0.0,0.34883911,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,410.291,3.9064000000000023,27,0,4,52.60000000000001,5
